,EURO,AUL,CAN,FRA,GER,JAP,USA
2014-09-22,39.740002,24.700001,31.610001,27.27,29.0,47.200001,1994.290039
2014-09-23,39.18,24.719999,31.459999,26.809999,28.57,47.119999,1982.77002
2014-09-24,39.419998,24.950001,31.43,27.02,28.66,47.400002,1998.300049
2014-09-25,38.669998,24.280001,30.790001,26.5,28.02,47.279999,1965.98999
2014-09-26,38.93,24.200001,30.99,26.75,28.059999,47.639999,1982.849976
2014-09-29,38.48,23.799999,30.860001,26.450001,27.76,47.360001,1977.800049
2014-09-30,38.5,23.940001,30.690001,26.549999,27.700001,47.080002,1972.290039
2014-10-01,38.060001,23.98,30.450001,26.23,27.360001,46.32,1946.160034
2014-10-02,37.529999,24.08,30.379999,25.870001,27.120001,45.439999,1946.170044
2014-10-03,37.419998,24.02,30.27,25.690001,27.030001,46.0,1967.900024
2014-10-06,37.650002,24.139999,30.469999,25.91,26.969999,45.880001,1964.819946
2014-10-07,36.790001,23.84,29.99,25.290001,26.51,45.599998,1935.099976
2014-10-08,37.509998,24.309999,30.35,25.76,26.959999,45.880001,1968.890015
2014-10-09,36.34,23.870001,29.719999,24.870001,26.25,44.720001,1928.209961
2014-10-10,35.799999,23.18,29.16,24.540001,25.719999,44.080002,1906.130005
2014-10-13,35.810001,23.35,28.84,24.57,25.73,43.68,1874.73999
2014-10-14,35.93,23.51,28.549999,24.68,25.870001,43.959999,1877.699951
2014-10-15,35.560001,23.85,28.299999,24.379999,25.700001,43.720001,1862.48999
2014-10-16,35.040001000000004,23.969999,28.73,24.030001,25.52,43.560001,1862.76001
2014-10-17,35.93,24.299999,29.030001,24.6,26.16,43.759998,1886.76001
2014-10-20,35.970001,24.450001,29.190001,24.66,26.09,44.639999,1904.01001
2014-10-21,36.59,24.610001,29.799999,25.129999,26.440001,44.560001,1941.280029
2014-10-22,36.07,24.52,29.23,24.75,26.040001,44.599998,1927.109985
2014-10-23,36.689999,24.65,29.639999,25.17,26.549999,44.880001,1950.819946
2014-10-24,36.849998,24.9,29.82,25.27,26.549999,45.040001,1964.579956
2014-10-27,36.529999,24.93,29.629999,25.07,26.34,45.119999,1961.630005
2014-10-28,37.240002,25.360001,30.120001,25.34,26.950001,45.360001,1985.050049
2014-10-29,36.669998,24.92,29.879999,25.01,26.690001,45.599998,1982.300049
2014-10-30,36.889999,25.299999,29.76,25.200001,26.84,45.959999,1994.650024
2014-10-31,37.400002,25.43,29.92,25.549999,27.23,48.240002,2018.050049
2014-11-03,36.919998,24.93,29.459999,25.24,26.940001,48.560001,2017.810059
2014-11-04,36.73,25.07,29.040001,25.09,26.879999,47.279999,2012.099976
2014-11-05,36.970001,24.790001,29.43,25.27,27.02,47.040001,2023.569946
2014-11-06,36.880001,24.690001,29.34,25.24,27.049999,46.439999,2031.209961
2014-11-07,36.709999,24.98,29.85,25.16,26.889999,46.279999,2031.920044
2014-11-10,36.91,24.98,29.799999,25.27,27.0,46.639999,2038.26001
2014-11-11,37.169998,25.059999,30.01,25.469999,27.17,46.919998,2039.680054
2014-11-12,36.610001,24.940001,30.25,25.1,26.75,46.68,2038.25
2014-11-13,36.759998,24.780001,30.0,25.200001,26.889999,47.080002,2039.329956
2014-11-14,36.900002,24.98,30.32,25.34,26.92,47.080002,2039.819946
2014-11-17,37.040001,24.700001,30.33,25.370001,26.99,46.32,2041.319946
2014-11-18,37.73,24.719999,30.52,25.809999,27.65,46.959999,2051.800049
2014-11-19,37.709999,24.09,30.440001,25.809999,27.66,46.68,2048.719971
2014-11-20,37.490002,23.99,30.73,25.559999,27.67,46.200001,2052.75
2014-11-21,37.950001,24.25,31.030001,25.889999,27.98,46.560001,2063.5
2014-11-24,38.540001,24.09,30.700001,26.27,28.370001,46.639999,2069.409912
2014-11-25,38.759998,23.889999,30.91,26.35,28.6,46.759998,2067.030029
2014-11-26,38.919998,24.15,30.940001,26.450001,28.9,46.639999,2072.830078
2014-11-28,38.849998,23.629999,29.940001,26.309999,28.790001,46.48,2067.560059
2014-12-01,38.779999,23.280001,29.85,26.34,28.82,46.720001,2053.439941
2014-12-02,38.709999,23.379999,29.709999,26.25,28.68,47.119999,2066.550049
2014-12-03,38.630001,23.48,30.030001,26.129999,28.57,47.080002,2074.330078
2014-12-04,38.43,23.540001,29.459999,26.040001,28.5,46.959999,2071.919922
2014-12-05,38.790001,23.33,29.280001,26.200001,28.76,47.0,2075.3701170000004
2014-12-08,38.439999,23.18,28.5,25.959999,28.549999,46.240002,2060.310059
2014-12-09,38.110001,22.92,28.66,25.700001,28.379999,46.48,2059.820068
2014-12-10,37.59,22.6,27.9,25.309999,28.120001,45.759998,2026.140015
2014-12-11,37.459999,22.57,27.860001,25.110001,28.24,45.880001,2035.329956
2014-12-12,36.68,22.23,27.4,24.629999,27.639999,45.439999,2002.329956
2014-12-15,35.950001,22.0,27.16,24.139999,27.01,44.560001,1989.630005
2014-12-16,36.360001,22.09,27.549999,24.41,27.389999,44.599998,1972.73999
2014-12-17,36.549999,21.459999,27.860001,24.620001,27.700001,45.080002,2012.890015
2014-12-18,37.310001,21.860001,28.24,25.18,28.110001,45.799999,2061.22998
2014-12-19,37.009998,22.139999,28.559999,25.030001,27.83,46.040001,2070.649902
2014-12-22,37.259998,22.360001,28.35,25.110001,28.16,45.919998,2078.540039
2014-12-23,37.279999,22.120001,28.709999,25.219999,28.02,46.0,2082.169922
2014-12-24,37.549999,22.129999,28.76,25.42,28.17,45.919998,2081.879883
2014-12-26,37.509998,22.190001,28.879999,25.41,28.18,46.240002,2088.77002
2014-12-29,37.209999,22.530001,28.860001,25.200001,28.01,45.759998,2090.570068
2014-12-30,36.740002,22.4,28.860001,24.83,27.66,45.200001,2080.350098
2014-12-31,36.330002,22.17,28.860001,24.65,27.41,44.959999,2058.899902
2015-01-02,36.369999,22.1,28.690001,24.52,27.280001,45.040001,2058.199951
2015-01-05,35.009998,21.889999,27.92,23.639999,26.33,44.52,2020.579956
2015-01-06,34.650002,21.799999,27.51,23.379999,26.219999,43.799999,2002.609985
2015-01-07,34.950001,22.0,27.540001,23.610001,26.440001,44.439999,2025.900024
2015-01-08,35.439999,22.290001,27.879999,24.040001,26.940001,45.0,2062.139893
2015-01-09,35.110001000000004,22.5,27.639999,23.85,26.75,44.52,2044.810059
2015-01-12,35.209999,22.24,27.200001,23.99,26.91,44.360001,2028.26001
2015-01-13,35.389999,22.24,27.08,24.07,27.030001,44.720001,2023.030029
2015-01-14,35.459999,21.940001,26.91,24.07,27.1,44.639999,2011.27002
2015-01-15,35.369999,22.07,26.76,24.049999,27.049999,44.959999,1992.670044
2015-01-16,36.060001,22.32,27.26,24.52,27.690001,45.360001,2019.420044
2015-01-20,36.360001,22.030001,26.940001,24.73,27.67,45.720001,2022.550049
2015-01-21,36.720001,22.23,27.02,24.969999,27.85,45.799999,2032.119995
2015-01-22,36.860001,22.219999,27.25,25.08,27.799999,46.0,2063.149902
2015-01-23,36.549999,22.0,27.26,24.950001,27.76,45.84,2051.820068
2015-01-26,37.299999,22.08,27.190001,25.41,28.440001,46.360001,2057.090088
2015-01-27,37.189999,22.120001,27.389999,25.389999,28.209999,46.439999,2029.550049
2015-01-28,36.34,22.0,26.700001,24.73,27.84,46.360001,2002.160034
2015-01-29,37.330002,22.049999,26.58,25.440001,28.540001,46.759998,2021.25
2015-01-30,36.68,21.92,26.440001,24.950001,28.049999,45.959999,1994.98999
2015-02-02,37.130001,22.370001,27.139999,25.32,28.67,46.439999,2020.849976
2015-02-03,38.110001,22.85,27.870001,25.940001,29.219999,46.360001,2050.030029
2015-02-04,37.330002,22.73,27.35,25.459999,28.74,46.599998,2041.51001
2015-02-05,37.98,23.139999,27.889999,26.0,29.18,47.0,2062.52002
2015-02-06,37.119999,22.99,27.610001,25.4,28.440001,46.599998,2055.469971
2015-02-09,36.810001,22.959999,27.799999,25.309999,28.110001,46.16,2046.73999
2015-02-10,37.310001,22.950001,27.6,25.66,28.450001,46.759998,2068.590088
2015-02-11,37.220001,22.610001,27.52,25.51,28.35,46.84,2068.530029
2015-02-12,38.200001,22.75,27.98,26.15,29.200001,47.16,2088.47998
2015-02-13,38.290001,23.23,28.08,26.18,29.190001,47.720001,2096.98999
2015-02-17,38.34,23.379999,28.370001,26.24,29.049999,47.68,2100.340088
2015-02-18,38.439999,23.49,28.059999,26.32,29.129999,48.52,2099.679932
2015-02-19,38.400002,23.389999,27.83,26.33,29.1,48.880001,2097.449951
2015-02-20,39.009998,23.52,27.709999,26.67,29.5,49.32,2110.300049
2015-02-23,38.759998,23.459999,27.709999,26.49,29.42,49.040001,2109.659912
2015-02-24,39.119999,23.68,27.870001,26.690001,29.66,49.279999,2115.47998
2015-02-25,39.029999,23.84,28.15,26.620001,29.67,49.16,2113.860107
2015-02-26,38.810001,23.52,27.959999,26.370001,29.58,49.599998,2110.73999
2015-02-27,38.959999,23.68,28.02,26.5,29.700001,49.400002,2104.5
2015-03-02,39.07,23.700001,28.030001,26.5,29.82,49.52,2117.389893
2015-03-03,38.669998,23.709999,27.870001,26.27,29.49,49.279999,2107.780029
2015-03-04,38.48,23.58,27.889999,26.16,29.42,49.040001,2098.530029
2015-03-05,38.66,23.459999,27.75,26.32,29.51,49.32,2101.040039
2015-03-06,38.0,23.049999,27.27,25.809999,29.040001,49.240002,2071.26001
2015-03-09,38.130001,23.049999,27.16,25.82,29.299999,49.080002,2079.429932
2015-03-10,37.220001,22.52,26.59,25.17,28.66,48.360001,2044.160034
2015-03-11,37.490002,22.459999,26.6,25.35,29.01,48.799999,2040.23999
2015-03-12,37.810001,23.110001,26.790001,25.530001,29.27,49.880001,2065.949951
2015-03-13,37.560001,22.66,26.559999,25.34,29.190001,49.919998,2053.399902
2015-03-16,38.209999,22.860001,26.9,25.780001,29.93,50.119999,2081.189941
2015-03-17,37.970001,22.790001,26.93,25.65,29.6,50.240002,2074.280029
2015-03-18,38.639999,23.469999,27.51,26.190001,29.950001,51.040001,2099.5
2015-03-19,38.0,23.24,26.85,25.719999,29.469999,50.439999,2089.27002
2015-03-20,39.080002,23.93,27.450001,26.42,30.26,51.240002,2108.100098
2015-03-23,39.27,24.1,27.59,26.549999,30.209999,51.48,2104.419922
2015-03-24,39.43,24.110001,27.809999,26.610001,30.379999,51.360001,2091.5
2015-03-25,39.16,23.84,27.530001,26.379999,30.209999,51.240002,2061.050049
2015-03-26,38.790001,23.610001,27.469999,26.139999,30.01,50.720001,2056.149902
2015-03-27,39.009998,23.379999,27.07,26.42,30.1,50.919998,2061.02002
2015-03-30,39.169998,23.129999,27.09,26.379999,30.360001,51.119999,2086.23999
2015-03-31,38.580002,22.860001,27.18,25.98,29.84,50.119999,2067.889893
2015-04-01,38.950001,22.9,27.299999,26.26,30.1,50.32,2059.689941
2015-04-02,39.389999,22.98,27.629999,26.559999,30.33,50.759998,2066.959961
2015-04-06,39.759998,23.190001,27.9,26.84,30.620001,51.360001,2080.6201170000004
2015-04-07,39.529999,23.309999,28.0,26.719999,30.379999,51.599998,2076.330078
2015-04-08,39.43,23.559999,28.0,26.709999,30.27,51.68,2081.899902
2015-04-09,39.41,23.5,28.120001,26.75,30.25,51.68,2091.179932
2015-04-10,39.509998,23.549999,28.25,26.75,30.549999,51.759998,2102.060059
2015-04-13,39.299999,23.15,28.209999,26.620001,30.23,51.400002,2092.429932
2015-04-14,39.540001,23.280001,28.469999,26.780001,30.370001,51.759998,2095.840088
2015-04-15,39.619999,23.35,29.030001,26.950001,30.360001,52.0,2106.629883
2015-04-16,39.529999,23.719999,29.16,27.0,30.030001,52.119999,2104.98999
2015-04-17,38.849998,23.280001,29.01,26.67,29.389999,51.720001,2081.179932
2015-04-20,38.919998,23.24,29.120001,26.68,29.629999,51.880001,2100.399902
2015-04-21,39.220001,23.17,28.879999,26.9,29.889999,52.68,2097.290039
2015-04-22,39.220001,23.23,28.940001,26.940001,29.73,53.080002,2107.959961
2015-04-23,39.310001,23.4,29.32,27.07,29.629999,53.040001,2112.929932
2015-04-24,39.5,23.93,29.280001,27.16,29.790001,53.240002,2117.689941
2015-04-27,40.009998,24.049999,29.290001,27.49,30.290001,53.119999,2108.919922
2015-04-28,39.959999,24.389999,29.5,27.41,30.120001,53.279999,2114.76001
2015-04-29,39.400002,23.809999,29.540001,27.08,29.629999,52.799999,2106.850098
2015-04-30,39.439999,23.32,29.120001,27.16,29.620001,51.439999,2085.51001
2015-05-01,39.91,23.450001,29.139999,27.51,30.0,52.080002,2108.290039
2015-05-04,39.73,23.41,29.33,27.34,29.98,52.32,2114.48999
2015-05-05,38.98,23.379999,29.0,26.879999,29.41,51.32,2089.459961
2015-05-06,39.439999,22.98,28.780001,27.219999,29.77,51.279999,2080.149902
2015-05-07,39.290001,22.690001,28.67,27.0,29.719999,51.360001,2088.0
2015-05-08,40.16,22.940001,28.93,27.540001,30.379999,52.560001,2116.100098
2015-05-11,39.73,22.52,28.860001,27.15,30.01,51.720001,2105.330078
2015-05-12,39.599998,23.059999,28.84,27.049999,29.84,51.720001,2099.1201170000004
2015-05-13,39.830002,23.540001,28.809999,27.27,29.77,52.040001,2098.47998
2015-05-14,40.669998,23.709999,28.85,27.809999,30.540001,52.32,2121.100098
2015-05-15,40.700001,23.700001,28.93,27.870001,30.459999,52.560001,2122.72998
2015-05-18,40.400002,23.23,28.709999,27.6,30.459999,53.0,2129.199951
2015-05-19,40.419998,22.790001,28.48,27.65,30.540001,53.040001,2127.830078
2015-05-20,40.52,22.690001,28.459999,27.709999,30.5,53.040001,2125.850098
2015-05-21,40.639999,22.93,28.690001,27.799999,30.58,53.240002,2130.820068
2015-05-22,40.200001,22.73,28.48,27.559999,30.18,53.119999,2126.060059
2015-05-26,39.139999,22.76,27.9,26.969999,29.35,52.439999,2104.199951
2015-05-27,39.77,22.77,27.940001,27.459999,29.73,52.799999,2123.47998
2015-05-28,39.77,22.459999,27.99,27.42,29.639999,52.68,2120.790039
2015-05-29,39.189999,22.540001,27.780001,26.93,29.110001,52.200001,2107.389893
2015-06-01,39.09,22.370001,27.690001,26.85,29.02,52.439999,2111.72998
2015-06-02,39.560001,22.459999,27.98,27.25,29.280001,52.32,2109.600098
2015-06-03,40.080002,22.290001,28.01,27.610001,29.74,52.52,2114.070068
2015-06-04,39.490002,21.610001,27.65,27.16,29.360001,52.16,2095.840088
2015-06-05,38.790001,21.49,27.700001,26.700001,28.82,51.84,2092.830078
2015-06-08,38.779999,21.58,27.35,26.67,28.790001,51.560001,2079.280029
2015-06-09,38.650002,21.49,27.620001,26.629999,28.639999,51.040001,2080.149902
2015-06-10,39.720001,21.969999,27.93,27.26,29.559999,51.880001,2105.199951
2015-06-11,39.830002,22.120001,27.870001,27.370001,29.549999,52.119999,2108.860107
2015-06-12,39.310001,21.91,27.559999,26.969999,29.200001,51.84,2094.110107
2015-06-15,38.799999,22.02,27.59,26.629999,28.799999,52.0,2084.429932
2015-06-16,38.779999,22.18,27.620001,26.620001,28.799999,51.759998,2096.290039
2015-06-17,38.599998,22.23,27.73,26.459999,28.690001,51.32,2100.439941
2015-06-18,39.209999,22.309999,27.809999,26.74,29.27,51.360001,2121.23999
2015-06-19,38.990002,22.34,27.469999,26.67,28.98,51.400002,2109.98999
2015-06-22,40.34,22.379999,27.67,27.629999,29.969999,52.200001,2122.850098
2015-06-23,40.25,22.6,27.85,27.610001,29.9,52.799999,2124.199951
2015-06-24,39.880001,22.5,27.780001,27.43,29.559999,52.240002,2108.580078
2015-06-25,39.299999,21.85,27.6,26.99,29.17,52.080002,2102.310059
2015-06-26,39.509998,21.440001,27.530001,27.120001,29.290001,52.32,2101.48999
2015-06-29,37.82,20.9,26.75,26.049999,28.110001,51.0,2057.639893
2015-06-30,37.540001,21.030001,26.67,25.73,27.879999,51.240002,2063.110107
2015-07-01,37.84,21.26,26.559999,25.92,28.120001,51.599998,2077.419922
2015-07-02,37.669998,21.389999,26.700001,25.790001,28.030001,51.599998,2076.780029
2015-07-06,36.48,20.790001,26.41,24.950001,27.34,51.240002,2068.76001
2015-07-07,36.57,20.84,26.35,24.99,27.43,51.360001,2081.340088
2015-07-08,36.07,20.25,25.9,24.58,27.01,49.240002,2046.680054
2015-07-09,36.84,20.440001,25.77,25.07,27.540001,49.84,2051.310059
2015-07-10,38.740002,20.700001,26.040001,26.41,28.889999,50.639999,2076.6201170000004
2015-07-13,38.630001,20.709999,26.16,26.370001,28.790001,51.32,2099.600098
2015-07-14,38.84,20.950001,26.26,26.58,28.879999,51.639999,2108.949951
2015-07-15,38.689999,20.9,26.040001,26.450001,28.77,51.599998,2107.399902
2015-07-16,39.060001,21.15,26.07,26.73,29.0,51.799999,2124.290039
2015-07-17,38.950001,21.040001,25.9,26.66,28.860001,51.919998,2126.639893
2015-07-20,39.119999,21.18,25.540001,26.74,29.0,51.919998,2128.280029
2015-07-21,39.040001,21.23,25.5,26.780001,28.889999,51.759998,2119.209961
2015-07-22,38.84,20.809999,25.26,26.66,28.690001,51.52,2114.149902
2015-07-23,38.84,20.559999,25.129999,26.690001,28.66,51.48,2102.149902
2015-07-24,38.450001,20.219999,25.030001,26.51,28.25,51.0,2079.649902
2015-07-27,38.099998,20.27,24.75,26.219999,27.93,50.799999,2067.639893
2015-07-28,38.52,20.73,25.129999,26.51,28.24,51.040001,2093.25
2015-07-29,38.509998,20.790001,25.5,26.540001,28.219999,51.240002,2108.570068
2015-07-30,38.349998,20.85,25.530001,26.5,28.059999,51.32,2108.629883
2015-07-31,38.689999,20.92,25.549999,26.780001,28.33,51.720001,2103.840088
2015-08-03,38.830002,20.74,25.24,26.85,28.530001,51.52,2098.040039
2015-08-04,38.689999,21.09,25.4,26.77,28.52,51.439999,2093.320068
2015-08-05,39.009998,21.040001,25.41,27.07,28.84,51.759998,2099.840088
2015-08-06,39.099998,20.52,25.389999,27.17,28.85,51.599998,2083.560059
2015-08-07,39.0,20.34,25.16,27.139999,28.76,51.759998,2077.570068
2015-08-10,39.490002,20.65,25.68,27.440001,29.139999,52.52,2104.179932
2015-08-11,38.919998,19.940001,25.360001,27.07,28.48,51.599998,2084.070068
2015-08-12,38.540001,19.950001,25.469999,26.76,28.18,51.279999,2086.050049
2015-08-13,38.32,19.889999,25.15,26.66,28.01,51.68,2083.389893
2015-08-14,38.25,19.860001,25.16,26.620001,28.07,51.68,2091.540039
2015-08-17,38.119999,19.93,25.120001,26.620001,27.809999,51.799999,2102.439941
2015-08-18,37.799999,19.700001,25.040001,26.35,27.5,51.439999,2096.919922
2015-08-19,37.52,19.85,24.66,26.190001,27.209999,50.880001,2079.610107
2015-08-20,36.540001,19.280001,24.15,25.540001,26.459999,49.360001,2035.72998
2015-08-21,35.959999,18.82,23.51,25.139999,26.01,47.68,1970.890015
2015-08-24,35.110001000000004,17.34,22.65,24.4,25.629999,46.0,1893.209961
2015-08-25,35.299999,18.370001,22.719999,24.5,25.809999,46.279999,1867.609985
2015-08-26,36.119999,18.879999,23.200001,25.02,26.48,48.119999,1940.51001
2015-08-27,36.389999,19.25,24.040001,25.26,26.639999,49.0,1987.660034
2015-08-28,36.119999,19.15,24.200001,25.059999,26.360001,49.240002,1988.869995
2015-08-31,36.02,18.65,24.27,25.02,26.34,48.48,1972.180054
2015-09-01,35.139999,17.790001,23.5,24.42,25.700001,46.279999,1913.849976
2015-09-02,35.580002,18.190001,23.549999,24.75,26.049999,47.119999,1948.859985
2015-09-03,35.560001,17.940001000000006,23.74,24.73,26.129999,47.48,1951.130005
2015-09-04,34.830002,17.540001,23.370001,24.190001,25.58,45.959999,1921.219971
2015-09-08,35.849998,18.34,23.77,24.860001,26.5,47.040001,1969.410034
2015-09-09,35.549999,18.280001,23.559999,24.74,26.120001,46.959999,1942.040039
2015-09-10,36.029999,18.360001,23.67,25.030001,26.48,46.919998,1952.290039
2015-09-11,35.939999,18.33,23.440001,24.950001,26.48,46.959999,1961.050049
2015-09-14,35.59,18.440001,23.25,24.65,26.35,46.84,1953.030029
2015-09-15,35.86000100000001,18.42,23.440001,24.84,26.469999,47.200001,1978.089966
2015-09-16,36.27,18.9,24.16,25.18,26.57,47.599998,1995.310059
2015-09-17,36.599998,18.709999,24.15,25.469999,26.74,47.560001,1990.199951
2015-09-18,35.43,18.610001,23.84,24.639999,25.76,46.040001,1958.030029
2015-09-21,35.29000100000001,18.450001,23.959999,24.629999,25.57,46.32,1966.969971
2015-09-22,34.189999,18.200001,23.370001,23.9,24.6,45.639999,1942.73999
2015-09-23,34.09,17.83,23.049999,23.879999,24.610001,45.639999,1938.76001
2015-09-24,33.970001,18.1,23.040001,23.76,24.559999,45.32,1932.23999
2015-09-25,34.259998,17.99,23.08,24.040001,24.700001,46.439999,1931.339966
2015-09-28,33.66,17.709999,22.32,23.52,24.33,45.32,1881.77002
2015-09-29,33.830002,17.49,22.33,23.65,24.42,44.759998,1884.089966
2015-09-30,34.34,17.92,23.0,24.07,24.74,45.720001,1920.030029
2015-10-01,34.27,18.07,23.0,24.059999,24.530001,46.040001,1923.819946
2015-10-02,34.860001000000004,18.25,23.35,24.49,24.860001,46.599998,1951.359985
2015-10-05,35.59,18.77,23.84,25.049999,25.290001,47.759998,1987.050049
2015-10-06,35.86000100000001,18.879999,24.120001,25.24,25.5,47.360001,1979.920044
2015-10-07,36.209999,19.18,24.49,25.459999,25.809999,48.119999,1995.829956
2015-10-08,36.439999,19.459999,24.780001,25.66,26.040001,48.279999,2013.430054
2015-10-09,36.610001,19.639999,24.92,25.709999,26.26,48.400002,2014.890015
2015-10-12,36.48,19.57,24.700001,25.629999,26.24,48.48,2017.459961
2015-10-13,36.16,19.15,24.49,25.389999,26.0,47.959999,2003.689941
2015-10-14,36.34,19.26,24.780001,25.559999,26.049999,47.400002,1994.23999
2015-10-15,36.759998,19.620001,24.83,25.82,26.360001,48.599998,2023.859985
2015-10-16,36.700001,19.57,24.75,25.790001,26.24,48.84,2033.109985
2015-10-19,36.650002,19.4,24.370001,25.700001,26.27,48.599998,2033.660034
2015-10-20,36.509998,19.280001,24.6,25.549999,26.26,48.32,2030.77002
2015-10-21,36.470001,19.139999,24.030001,25.540001,26.33,48.959999,2018.939941
2015-10-22,36.880001,19.530001,24.43,25.799999,26.75,49.560001,2052.51001
2015-10-23,37.299999,19.790001,24.43,26.200001,27.200001,50.040001,2075.149902
2015-10-26,37.150002,19.73,24.16,26.030001,27.200001,50.0,2071.179932
2015-10-27,36.740002,19.549999,23.870001,25.799999,26.93,49.599998,2065.889893
2015-10-28,36.939999,19.389999,24.290001,25.9,27.129999,50.080002,2090.350098
2015-10-29,36.849998,18.83,24.209999,25.77,27.049999,49.52,2089.409912
2015-10-30,36.849998,18.92,23.799999,25.790001,27.110001,49.279999,2079.360107
2015-11-02,37.349998,18.870001,23.969999,26.16,27.52,49.639999,2104.050049
2015-11-03,37.189999,19.209999,24.280001,26.049999,27.33,49.599998,2109.790039
2015-11-04,36.82,18.99,23.98,25.85,26.85,49.360001,2102.310059
2015-11-05,36.880001,18.809999,23.75,26.030001,26.91,49.720001,2099.929932
2015-11-06,36.830002,18.639999,23.52,25.83,26.92,49.599998,2099.199951
2015-11-09,36.279999,18.16,23.41,25.459999,26.48,49.400002,2078.580078
2015-11-10,36.16,18.139999,23.32,25.35,26.41,49.919998,2081.719971
2015-11-11,36.310001,18.34,23.209999,25.469999,26.49,50.119999,2075.0
2015-11-12,35.86000100000001,18.35,22.780001,25.07,26.309999,49.639999,2045.969971
2015-11-13,35.52,18.110001,22.58,24.799999,26.049999,49.400002,2023.040039
2015-11-16,35.849998,18.26,23.030001,25.02,26.26,49.880001,2053.189941
2015-11-17,35.93,18.459999,23.01,25.09,26.379999,50.0,2050.439941
2015-11-18,36.34,18.73,23.23,25.32,26.700001,50.240002,2083.580078
2015-11-19,36.52,19.200001,23.41,25.389999,26.98,50.240002,2081.23999
2015-11-20,36.279999,19.35,23.24,25.18,26.860001,50.48,2089.169922
2015-11-23,36.060001,19.23,23.07,24.969999,26.719999,50.240002,2086.590088
2015-11-24,35.939999,19.35,23.27,24.790001,26.540001,50.48,2089.139893
2015-11-25,36.200001,19.16,23.24,24.940001,26.889999,50.16,2088.8701170000004
2015-11-27,36.509998,19.02,23.110001,25.139999,27.17,49.919998,2090.110107
2015-11-30,36.560001,19.09,23.27,25.190001,27.25,49.52,2080.409912
2015-12-01,36.669998,19.629999,23.6,25.280001,27.27,50.279999,2102.629883
2015-12-02,36.150002,19.43,23.280001,24.959999,26.83,49.880001,2079.51001
2015-12-03,36.02,19.299999,23.059999,24.76,26.67,49.400002,2049.6201170000004
2015-12-04,36.439999,19.389999,23.1,25.09,26.93,49.68,2091.689941
2015-12-07,36.34,19.01,22.309999,25.07,26.99,49.560001,2077.070068
2015-12-08,35.779999,18.629999,21.969999,24.73,26.52,48.919998,2063.590088
2015-12-09,35.639999,18.6,22.08,24.530001,26.4,48.360001,2047.619995
2015-12-10,35.54000100000001,18.610001,22.08,24.48,26.41,48.799999,2052.22998
2015-12-11,34.880001,18.09,21.57,24.07,25.780001,48.040001,2012.369995
2015-12-14,34.869999,18.1,21.43,24.1,25.75,48.48,2021.939941
2015-12-15,35.220001,18.129999,21.83,24.34,26.040001,48.279999,2043.410034
2015-12-16,35.84,18.65,22.129999,24.780001,26.48,49.48,2073.070068
2015-12-17,35.48,18.309999,21.629999,24.42,26.4,49.0,2041.890015
2015-12-18,35.009998,18.530001,21.629999,24.059999,26.09,48.400002,2005.550049
2015-12-21,35.060001,18.24,21.33,24.139999,26.27,48.200001,2021.150024
2015-12-22,35.279999,18.379999,21.450001,24.290001,26.379999,48.560001,2038.969971
2015-12-23,35.84,18.719999,21.92,24.690001,26.790001,49.080002,2064.290039
2015-12-24,35.799999,18.73,21.98,24.610001,26.790001,48.48,2060.98999
2015-12-28,35.66,18.690001,21.65,24.51,26.73,48.52,2056.5
2015-12-29,36.0,19.200001,21.9,24.74,27.040001,49.240002,2078.360107
2015-12-30,35.639999,19.16,21.66,24.559999,26.620001,48.959999,2063.360107
2015-12-31,35.040001000000004,18.959999,21.5,24.209999,26.190001,48.48,2043.939941
2016-01-04,34.470001,18.700001,21.190001,23.82,25.559999,47.720001,2012.660034
2016-01-05,34.169998,18.42,21.09,23.59,25.32,48.32,2016.709961
2016-01-06,33.610001000000004,17.889999,20.629999,23.219999,25.030001,47.48,1990.26001
2016-01-07,33.139999,17.129998999999998,20.139999,22.9,24.530001,46.759998,1943.089966
2016-01-08,32.84,16.879998999999998,20.049999,22.709999,24.290001,45.759998,1922.030029
2016-01-11,33.02,17.02,19.780001,22.76,24.48,46.080002,1923.670044
2016-01-12,33.470001,17.120001000000002,19.82,23.059999,24.870001,45.84,1938.680054
2016-01-13,32.810001,16.82,19.379999,22.620001,24.25,45.439999,1890.280029
2016-01-14,33.119999,17.17,19.629999,22.82,24.530001,46.0,1921.839966
2016-01-15,31.969999,16.25,18.969999,22.110001,23.629999,44.720001,1880.329956
2016-01-19,32.240002000000004,16.639999,18.889999,22.389999,23.92,45.080002,1881.329956
2016-01-20,31.59,16.58,18.65,21.92,23.49,43.360001,1859.329956
2016-01-21,31.98,16.9,19.25,22.08,23.73,43.200001,1868.98999
2016-01-22,32.77,17.209999,20.01,22.76,24.18,45.16,1906.900024
2016-01-25,32.330002,16.940001000000002,19.48,22.49,23.969999,44.200001,1877.079956
2016-01-26,33.040001000000004,17.280001000000002,20.030001,22.98,24.43,44.799999,1903.630005
2016-01-27,32.740002000000004,17.09,20.059999,22.82,24.26,44.84,1882.949951
2016-01-28,32.77,17.4,20.540001,22.940001,24.16,44.919998,1893.359985
2016-01-29,33.200001,17.639999,20.91,23.290001,24.33,46.0,1940.23999
2016-02-01,33.119999,17.67,20.809999,23.280001,24.309999,45.720001,1939.380005
