,TOPIX:始値,TOPIX:高値,TOPIX:安値,TOPIX:終値
1993/01/29,1293.35,1301.57,1289.7,1298.88
1993/02/01,1299.26,1300.01,1293.77,1300.01
1993/02/02,1300.4,1306.45,1299.15,1301.81
1993/02/03,1304.58,1315.98,1304.4,1307.6
1993/02/04,1310.92,1313.72,1299.59,1300.83
1993/02/05,1302.66,1313.06,1302.66,1308.47
1993/02/08,1311.4,1313.12,1307.17,1309.59
1993/02/09,1309.11,1309.18,1295.09,1296.1
1993/02/10,1294.2,1296.4,1290.04,1295.93
1993/02/12,1297.38,1297.38,1288.64,1288.95
1993/02/15,1291.26,1300.76,1288.92,1300.76
1993/02/16,1300.04,1302.43,1292.33,1292.33
1993/02/17,1289.57,1293.27,1283.36,1293.27
1993/02/18,1292.99,1299.4,1292.1,1293.12
1993/02/19,1295.31,1296.46,1289.43,1294.06
1993/02/22,1294.52,1294.9,1283.91,1283.91
1993/02/23,1283.53,1284.91,1278.85,1281.31
1993/02/24,1280.62,1282.57,1274.23,1275.28
1993/02/25,1278.72,1282.16,1273.67,1278.2
1993/02/26,1279.84,1284.21,1278.45,1284.21
1993/03/01,1283.99,1284.29,1274.34,1276.25
1993/03/02,1275.04,1277.56,1271.57,1275.82
1993/03/03,1275.88,1279.37,1270.23,1272.58
1993/03/04,1271.03,1271.82,1263.7,1266.11
1993/03/05,1266.74,1271.05,1262.48,1268.31
1993/03/08,1270.29,1323.43,1270.29,1320.9
1993/03/09,1322.95,1348.49,1322.95,1339.77
1993/03/10,1341.13,1347.08,1337.35,1341.88
1993/03/11,1344.12,1353.67,1337.28,1344.34
1993/03/12,1343.99,1350.94,1338.34,1350.94
1993/03/15,1350.51,1355.73,1347.41,1353.6
1993/03/16,1354.23,1354.8,1344.71,1344.71
1993/03/17,1346.5,1365.65,1346.04,1365.65
1993/03/18,1369.22,1408.26,1369.22,1408.26
1993/03/19,1409.76,1422.19,1405.62,1406.69
1993/03/22,1408.43,1415.37,1406.04,1413.7
1993/03/23,1410.63,1410.63,1397.91,1397.91
1993/03/24,1396.8,1404.55,1393.76,1395.43
1993/03/25,1396.53,1415.24,1396.53,1414.02
1993/03/26,1415.81,1431.37,1412.15,1428.2
1993/03/29,1429.58,1459.62,1429.58,1455.02
1993/03/30,1456.07,1460.66,1444.09,1452.54
1993/03/31,1451.55,1457.66,1427.16,1431.87
1993/04/01,1432.36,1471.19,1424.1,1471.19
1993/04/02,1473.18,1536.35,1473.18,1526.31
1993/04/05,1527.04,1558.2,1522.47,1551.35
1993/04/06,1549.95,1549.95,1522.24,1529.47
1993/04/07,1530.64,1570.23,1530.64,1559.22
1993/04/08,1562.06,1574.58,1549.75,1568.7
1993/04/09,1568.41,1579.17,1556.99,1563.28
