,TOPIX:始値,TOPIX:高値,TOPIX:安値,TOPIX:終値
2004/02/18,1060.44,1064.49,1052.98,1052.98
2004/02/19,1058.63,1063.68,1056.5,1059.51
2004/02/20,1059.49,1061.68,1055.16,1058.76
2004/02/23,1059.02,1069.3,1057.26,1068.02
2004/02/24,1064,1065.72,1048.88,1048.88
2004/02/25,1046.95,1053.45,1043.88,1046.4
2004/02/26,1052.63,1060.03,1050.94,1060.03
2004/02/27,1064.32,1083.52,1064.24,1082.47
2004/03/01,1089.23,1107.6,1088.73,1107.6
2004/03/02,1113.56,1116.75,1106.82,1116.75
2004/03/03,1117.26,1123.34,1114.58,1116.01
2004/03/04,1115.32,1126.71,1114.68,1120.67
2004/03/05,1126.55,1131.01,1119.62,1131.01
2004/03/08,1134.21,1141.14,1132.03,1132.03
2004/03/09,1128.07,1134.34,1125.96,1134.34
2004/03/10,1131.98,1132.83,1125.42,1128.4
2004/03/11,1118.05,1124.95,1112.61,1120.34
2004/03/12,1108.3,1109.84,1100.15,1107.37
2004/03/15,1118.23,1126.78,1118.23,1124.92
2004/03/16,1120,1125.9,1119.13,1120.96
2004/03/17,1126.79,1143.14,1126.79,1141.71
2004/03/18,1153.44,1159.92,1142.41,1145.71
2004/03/19,1139.27,1144.32,1134.22,1138.09
2004/03/22,1132.9,1135.6,1130.17,1131.5
2004/03/23,1121.51,1134.34,1112.7,1132.55
2004/03/24,1134.67,1146.44,1130.36,1145.95
2004/03/25,1151.79,1160,1149.41,1160
2004/03/26,1167.37,1177.39,1167.12,1176.32
2004/03/29,1179.16,1186.06,1174.98,1179.17
2004/03/30,1187.19,1189.38,1172.24,1175.51
2004/03/31,1175.7,1180.65,1163.79,1179.23
2004/04/01,1182.05,1185.34,1171.62,1175.01
2004/04/02,1178.35,1187.5,1176.65,1184.2
2004/04/05,1195.8,1202.33,1195.33,1199.24
2004/04/06,1206.21,1209.91,1195.83,1209.44
2004/04/07,1203.33,1211,1202.81,1204.81
2004/04/08,1203.64,1211.98,1201.61,1209.89
2004/04/09,1200.42,1200.42,1186.67,1190.86
2004/04/12,1194.42,1209.55,1194.42,1206.57
2004/04/13,1215.82,1220.16,1214.07,1216.6
2004/04/14,1213.3,1220.06,1210.58,1217.87
2004/04/15,1221.71,1225.97,1189.89,1194.67
2004/04/16,1196.6,1201.68,1189.34,1196.18
2004/04/19,1197.84,1198.06,1168.86,1182.97
2004/04/20,1188.71,1208.42,1185.83,1204.37
2004/04/21,1203.52,1208.54,1198.5,1203.59
2004/04/22,1211.88,1216.67,1205.46,1205.8
2004/04/23,1209.21,1210.88,1202.03,1209.62
2004/04/26,1211.3,1215.56,1207.17,1210.96
2004/04/27,1207.38,1207.38,1199.13,1204.94
2004/04/28,1208.36,1212.04,1205.46,1206.92
2004/04/30,1194.02,1194.02,1175.01,1186.31
2004/05/06,1189.64,1191.42,1165.24,1165.24
2004/05/07,1158.63,1164.06,1150.89,1150.89
2004/05/10,1143.68,1143.7,1083.19,1085.54
2004/05/11,1082.2,1096.45,1076.1,1088.89
2004/05/12,1101.63,1122.52,1100.74,1122.31
2004/05/13,1117.77,1117.77,1095.93,1095.93
2004/05/14,1099.04,1103.82,1084.97,1091.51
2004/05/17,1086.09,1086.09,1051.57,1053.77
2004/05/18,1057.15,1076.6,1057,1076.21
2004/05/19,1084.06,1106.16,1083.1,1106.16
2004/05/20,1107.07,1119.45,1097.74,1104.89
2004/05/21,1108.34,1125.24,1108.34,1125.21
2004/05/24,1128.78,1135.48,1126.65,1130.89
2004/05/25,1128.52,1128.57,1114.14,1115.66
2004/05/26,1127.37,1134.58,1126.9,1127.24
2004/05/27,1128.86,1132.68,1123.94,1126.64
2004/05/28,1134.37,1143.71,1134.37,1142.38
2004/05/31,1140.29,1140.98,1128.43,1139.94
2004/06/01,1136.87,1146.52,1135.75,1144.27
2004/06/02,1141.85,1141.85,1134.42,1136.87
2004/06/03,1139.3,1145.71,1114.6,1119.56
2004/06/04,1120.91,1124.97,1117.02,1124.97
2004/06/07,1132.15,1153.9,1132.15,1151.67
2004/06/08,1160.62,1161.65,1153.47,1157.92
2004/06/09,1158,1158.75,1150.14,1152.77
2004/06/10,1147.83,1164.48,1146.57,1162.06
2004/06/11,1161.96,1167.78,1158.49,1160.3
2004/06/14,1159.29,1168.33,1157.94,1158.54
2004/06/15,1156.66,1158.03,1147.38,1151.3
2004/06/16,1160.15,1169.45,1160.15,1167.09
2004/06/17,1168.68,1169.19,1159.46,1166.78
2004/06/18,1164.76,1164.76,1142.53,1149.88
2004/06/21,1158.61,1176.08,1158.61,1165.25
2004/06/22,1162.02,1162.31,1156.25,1162.31
2004/06/23,1165.68,1166.34,1154.61,1156.16
2004/06/24,1163.02,1169.73,1162.26,1168.96
2004/06/25,1169.09,1172.44,1162.04,1172.44
2004/06/28,1175.54,1186.6,1175.04,1186.6
2004/06/29,1182.18,1188.08,1179.68,1187.01
2004/06/30,1187.7,1190.14,1182.99,1189.6
2004/07/01,1194.73,1197.74,1187.98,1188.42
2004/07/02,1178.65,1178.65,1172.21,1173.55
2004/07/05,1166.37,1166.37,1154.16,1156.53
2004/07/06,1157.02,1161.28,1148.99,1148.99
2004/07/07,1139.85,1143.81,1129.77,1139.88
2004/07/08,1139.23,1143.29,1133.75,1135
2004/07/09,1134.76,1146.92,1134.76,1146.92
2004/07/12,1155.45,1165.39,1154.12,1161.68
2004/07/13,1160,1166.47,1158.2,1166.47
2004/07/14,1172.45,1175.35,1151.49,1151.49
2004/07/15,1154.26,1156.91,1143.26,1151.12
2004/07/16,1144.93,1154.74,1137.52,1151.16
2004/07/20,1142.84,1142.84,1135.41,1139.53
2004/07/21,1146.73,1153.76,1145.38,1153.76
2004/07/22,1142.79,1146.21,1137.63,1144.31
2004/07/23,1143,1143.2,1134.85,1135.29
2004/07/26,1128.81,1130.71,1124.59,1126.93
2004/07/27,1125.78,1128.82,1114.39,1114.39
2004/07/28,1124.37,1131.01,1123.26,1129.64
2004/07/29,1128.34,1128.45,1117.32,1121.98
2004/07/30,1130.75,1139.35,1130.43,1139.3
2004/08/02,1137.58,1139.97,1130.09,1135.64
2004/08/03,1135.36,1137.86,1121.71,1127.03
2004/08/04,1121.24,1121.26,1101.53,1114.76
2004/08/05,1117.03,1121.58,1111.23,1116.85
2004/08/06,1105.87,1107.54,1101.19,1107.12
2004/08/09,1093.43,1101.91,1086.87,1101.57
2004/08/10,1095.66,1107.72,1095.66,1105.02
2004/08/11,1115.12,1121.11,1114.15,1121.11
2004/08/12,1116.61,1123.6,1116.61,1117.22
2004/08/13,1107.98,1107.98,1096.81,1096.81
2004/08/16,1094.17,1094.2,1073.69,1084.64
2004/08/17,1093.15,1096.82,1089.46,1089.93
2004/08/18,1091.73,1095.56,1085.3,1094.88
2004/08/19,1102.38,1107.62,1100.26,1107.48
2004/08/20,1105.08,1113.19,1104.46,1109.84
2004/08/23,1115.93,1119.91,1114.24,1114.24
2004/08/24,1116.74,1120.12,1110.13,1116.6
2004/08/25,1115.66,1130.4,1113.81,1128.92
2004/08/26,1135.85,1138.1,1127.83,1130.06
2004/08/27,1132.31,1137.78,1129.27,1137.78
2004/08/30,1137.57,1140.58,1133.66,1138.02
2004/08/31,1131.21,1134.7,1126.43,1129.55
2004/09/01,1132.76,1138.52,1132.72,1135.62
2004/09/02,1139.48,1139.94,1132.38,1137.59
2004/09/03,1139.88,1140.31,1124.59,1124.65
2004/09/06,1129.88,1144.85,1128.72,1143.04
2004/09/07,1145.07,1146.45,1139.94,1144.7
2004/09/08,1148.33,1150.35,1143,1144.13
2004/09/09,1142.67,1146.13,1133.12,1133.12
2004/09/10,1128.45,1129.15,1118,1126.36
2004/09/13,1131.71,1139.64,1131.49,1138.84
2004/09/14,1143.92,1146.68,1140.87,1141.7
2004/09/15,1140.31,1141.22,1128.43,1128.43
2004/09/16,1121.91,1126.58,1120.33,1122.01
2004/09/17,1123.63,1124.21,1116.74,1118.55
2004/09/21,1122.49,1123.14,1115.57,1116.02
2004/09/22,1120.01,1121.11,1108.91,1114.08
2004/09/24,1105.02,1105.02,1097.33,1102.37
2004/09/27,1099.54,1101.13,1088.95,1095.24
2004/09/28,1088.86,1091.62,1083.44,1090.37
2004/09/29,1097.37,1097.37,1088.02,1089.02
2004/09/30,1097.76,1107.17,1096.46,1102.11
2004/10/01,1105.85,1117.29,1105.51,1117.29
2004/10/04,1128.37,1139.45,1127.95,1139.45
2004/10/05,1138.39,1141.82,1137.14,1140.12
2004/10/06,1133.93,1147.69,1133.93,1147.69
2004/10/07,1149.2,1149.85,1141.71,1141.84
2004/10/08,1136.64,1141.64,1136.03,1140.06
2004/10/12,1135.72,1137.64,1125.94,1126.8
2004/10/13,1127.59,1131.75,1123.46,1123.46
2004/10/14,1120.64,1120.64,1109.64,1109.64
2004/10/15,1103.08,1107.67,1099.39,1105.39
2004/10/18,1107.77,1107.77,1098.14,1101.11
2004/10/19,1106.29,1111.27,1106.06,1108.65
2004/10/20,1104.89,1104.89,1093.27,1093.94
2004/10/21,1094.22,1095,1081.96,1085.11
2004/10/22,1089.48,1093.79,1086.91,1090.84
2004/10/25,1078.98,1078.98,1068.85,1075.12
2004/10/26,1073.83,1074.93,1070.6,1073.2
2004/10/27,1079.32,1083.14,1072.96,1074.29
2004/10/28,1085.05,1092.35,1084.63,1090.25
2004/10/29,1086.65,1086.65,1080.07,1085.43
2004/11/01,1081.62,1081.64,1077.17,1080.5
2004/11/02,1083.99,1094.88,1083.94,1094.88
2004/11/04,1106,1108.15,1101.89,1101.89
2004/11/05,1108.36,1112.81,1107.89,1112.13
2004/11/08,1115.08,1115.21,1102.71,1102.71
2004/11/09,1101.71,1106.03,1097.74,1100.33
2004/11/10,1100.75,1104.44,1098.85,1100.74
2004/11/11,1103.57,1105.45,1091.13,1091.13
2004/11/12,1090.48,1104.02,1090.48,1104.02
2004/11/15,1109.51,1123.47,1109.51,1123.47
2004/11/16,1124.18,1127.45,1119.02,1120.37
2004/11/17,1117.13,1120.03,1114.46,1114.61
2004/11/18,1119.41,1123.6,1109.3,1110.25
2004/11/19,1114.15,1116.15,1107.83,1109.77
2004/11/22,1098.89,1098.89,1084.96,1089.77
2004/11/24,1088.66,1095.38,1088.52,1090.93
2004/11/25,1091.13,1095.01,1088.52,1094.45
2004/11/26,1096.96,1099.15,1091.19,1091.21
2004/11/29,1092.77,1105.11,1092.77,1103.6
2004/11/30,1099.36,1100.48,1094.79,1098.79
2004/12/01,1090.35,1091.13,1084.62,1087.36
2004/12/02,1099.88,1105.38,1099.16,1105.38
2004/12/03,1110.21,1112.37,1108.08,1110.53
2004/12/06,1107.86,1107.96,1102.28,1103.7
2004/12/07,1102.38,1105.23,1093.68,1093.68
2004/12/08,1089.25,1099.69,1089.06,1099.69
2004/12/09,1099.73,1099.84,1083.64,1087.56
2004/12/10,1086.49,1090.26,1083.79,1083.79
2004/12/13,1087.99,1090.57,1085.11,1085.84
2004/12/14,1090.54,1099.55,1087.71,1099.55
2004/12/15,1100.85,1105.45,1099.87,1101.72
2004/12/16,1098.62,1104.99,1095.12,1101.07
2004/12/17,1101.58,1114.02,1100.86,1111.35
2004/12/20,1109.69,1113.7,1107.55,1109.76
2004/12/21,1112.88,1119.69,1112.88,1116.34
2004/12/22,1122.42,1124.9,1120.16,1122.47
2004/12/24,1128.47,1136.04,1128.47,1134.59
2004/12/27,1135.52,1136.24,1131.87,1134.61
2004/12/28,1131.89,1140.19,1131.36,1140.19
2004/12/29,1145.68,1147.06,1139.15,1139.41
2004/12/30,1144.72,1149.63,1144.72,1149.63
2005/01/04,1147.24,1154.19,1145.59,1153.38
2005/01/05,1148.61,1148.64,1143.36,1143.36
2005/01/06,1137.98,1148.21,1137.98,1147.97
2005/01/07,1151.36,1151.36,1144.41,1145.76
2005/01/11,1151.33,1158.43,1151.33,1157.3
2005/01/12,1155.34,1156.39,1146.91,1147.89
2005/01/13,1144.24,1145.76,1139.22,1140.04
2005/01/14,1137.92,1148.65,1134.56,1145.69
2005/01/17,1148.4,1152.89,1147.21,1150.3
2005/01/18,1151.08,1151.54,1142.79,1145.21
2005/01/19,1149.08,1150.27,1144.01,1144.3
2005/01/20,1138.73,1138.73,1132.57,1133.37
2005/01/21,1128.75,1134.71,1128.75,1132.18
2005/01/24,1130.74,1139.5,1130.74,1139.18
2005/01/25,1137.42,1138.05,1132.92,1138.03
2005/01/26,1143.15,1145.27,1142.27,1144.89
2005/01/27,1147.4,1147.4,1140.07,1141.94
2005/01/28,1141.67,1142.46,1133.46,1140.7
2005/01/31,1138.85,1150.03,1136.36,1146.14
2005/02/01,1149.25,1149.36,1142.34,1146.49
2005/02/02,1150.8,1152.92,1148.48,1151.97
2005/02/03,1153.49,1154.03,1145.42,1149.51
2005/02/04,1147.49,1147.49,1137.23,1145.51
2005/02/07,1148.12,1156.33,1145.97,1154.42
2005/02/08,1155.55,1156.73,1153.06,1155.42
2005/02/09,1158.77,1159.85,1154.46,1155.8
2005/02/10,1154.59,1161.15,1152.85,1160.7
2005/02/14,1170.15,1172.39,1168.61,1168.61
2005/02/15,1169.74,1171.64,1168.04,1168.19
2005/02/16,1166.64,1170,1162.24,1164.94
2005/02/17,1162.47,1165.45,1161.06,1161.93
2005/02/18,1160.34,1167.09,1160.34,1166.57
2005/02/21,1170.19,1170.22,1166.74,1166.74
2005/02/22,1166.37,1166.68,1162.43,1162.49
2005/02/23,1154.93,1154.93,1150.26,1152.95
2005/02/24,1155.45,1158.72,1154.29,1157.54
2005/02/25,1162.13,1169.06,1161.92,1167.33
2005/02/28,1175.77,1177.41,1173.53,1177.41
2005/03/01,1175.94,1180.37,1175.04,1179.9
2005/03/02,1183.55,1186.79,1181.96,1185.71
2005/03/03,1185.1,1190.86,1185.1,1189.52
2005/03/04,1188.35,1193.38,1184.46,1192.11
2005/03/07,1197.77,1200.88,1197.7,1199.83
2005/03/08,1198.93,1198.93,1194.17,1195.39
2005/03/09,1194.2,1202.47,1194.2,1200.63
2005/03/10,1196.72,1202.35,1195.43,1195.43
2005/03/11,1197.54,1203.59,1197.54,1200
2005/03/14,1203.3,1204.36,1195.45,1195.45
2005/03/15,1200.27,1201.09,1190.8,1192.8
2005/03/16,1193.19,1198.25,1190.84,1198.25
2005/03/17,1191.75,1194.7,1189.45,1192.28
2005/03/18,1194.26,1204.19,1194.01,1203.26
2005/03/22,1203.56,1206.93,1201.57,1202.52
2005/03/23,1201.15,1201.15,1188.85,1193.85
2005/03/24,1192.39,1196.89,1187.99,1188.44
2005/03/25,1194.17,1195.03,1189.64,1193.77
2005/03/28,1186.16,1194.9,1185.76,1194.04
2005/03/29,1194.18,1194.18,1173.85,1175.62
2005/03/30,1170.38,1175.02,1165.26,1169.11
2005/03/31,1173.89,1182.18,1172.63,1182.18
2005/04/01,1176.16,1186.5,1172.94,1186.5
2005/04/04,1183.32,1186.29,1182.69,1183.15
2005/04/05,1184.72,1192.02,1184.72,1189.79
2005/04/06,1191.89,1196.6,1190.51,1196.23
2005/04/07,1196.96,1197.44,1190.82,1196.83
2005/04/08,1199.1,1202.46,1196.39,1201.3
2005/04/11,1197.68,1197.68,1189.07,1190.12
2005/04/12,1188.35,1189.85,1179.28,1179.28
2005/04/13,1181.36,1183.34,1172.54,1176.39
2005/04/14,1169.64,1169.64,1161.37,1168.42
2005/04/15,1158.83,1158.83,1150.66,1150.67
2005/04/18,1136.75,1136.75,1109.49,1109.49
2005/04/19,1118.46,1128.65,1116.79,1126.71
2005/04/20,1138.22,1139.79,1128.09,1131.53
2005/04/21,1118.07,1125.19,1104.3,1123.32
2005/04/22,1135.85,1138.13,1130.82,1130.89
2005/04/25,1131.42,1136.54,1128.34,1132.17
2005/04/26,1133.74,1133.74,1128.33,1131.31
2005/04/27,1125.65,1130.3,1124.87,1130.3
2005/04/28,1126.17,1129.93,1120.97,1129.93
2005/05/02,1126.44,1133.41,1122.09,1131.8
2005/05/06,1142.44,1150.76,1141.98,1150.76
2005/05/09,1152.61,1153,1146.48,1152.48
2005/05/10,1153.32,1154.25,1146.16,1149.58
2005/05/11,1142.77,1145.3,1138.89,1145.3
2005/05/12,1144.2,1145.96,1140.05,1140.49
2005/05/13,1137,1139.18,1134.52,1134.82
2005/05/16,1133.66,1133.86,1123.2,1123.37
2005/05/17,1131.18,1133,1108.67,1111.81
2005/05/18,1113.03,1115.54,1108.73,1109.19
2005/05/19,1122.02,1132.8,1120.89,1131.42
2005/05/20,1135.49,1136.43,1129.4,1129.81
2005/05/23,1132.41,1138.7,1130.28,1137.69
2005/05/24,1141.61,1142.64,1134.15,1136.32
2005/05/25,1134.76,1135.3,1122.71,1124.7
2005/05/26,1123.2,1125.31,1120,1123.5
2005/05/27,1129.08,1132.34,1127.72,1132.34
2005/05/30,1134.62,1143.77,1134.37,1141.76
2005/05/31,1142.96,1146.39,1139.24,1144.33
2005/06/01,1140.16,1149.49,1139.88,1149.49
2005/06/02,1153.12,1157.22,1148.85,1148.85
2005/06/03,1150.12,1150.29,1142.51,1147.72
2005/06/06,1143.29,1145.37,1140.09,1145.37
2005/06/07,1142.99,1144.66,1138.29,1141.26
2005/06/08,1144.12,1149.6,1143.67,1148.54
2005/06/09,1149.42,1149.76,1137.6,1138.75
2005/06/10,1143.25,1150.82,1142.14,1148.97
2005/06/13,1149.22,1154.56,1148.92,1149.66
2005/06/14,1152.27,1152.9,1149.61,1150.33
2005/06/15,1152.71,1159.18,1152.2,1158.23
2005/06/16,1159.57,1163.57,1158.55,1160.54
2005/06/17,1166.11,1172.33,1165.66,1172.33
2005/06/20,1175.48,1175.48,1168.52,1170.65
2005/06/21,1168.74,1171.23,1167.94,1169.15
2005/06/22,1168.72,1173.74,1165.57,1173.25
2005/06/23,1172.81,1174.72,1171.32,1174.02
2005/06/24,1166.32,1173.46,1165.41,1173.46
2005/06/27,1165.51,1165.51,1159.8,1161.44
2005/06/28,1162.4,1170.43,1161.97,1170.1
2005/06/29,1174.43,1178.17,1173.27,1176.48
2005/06/30,1178.22,1179.18,1175.16,1177.2
2005/07/01,1177.08,1184.19,1174.92,1181.8
2005/07/04,1186.14,1186.83,1184.39,1186.09
2005/07/05,1185.9,1186.29,1182.09,1183.41
2005/07/06,1185.44,1189.07,1182.78,1183.63
2005/07/07,1181.31,1181.68,1178.61,1180.22
2005/07/08,1176.65,1184.4,1176.46,1177.61
2005/07/11,1186.21,1189.73,1185.02,1185.02
2005/07/12,1189.65,1189.89,1184.78,1186.01
2005/07/13,1187.53,1187.62,1183.08,1185.7
2005/07/14,1189.55,1193.72,1189.55,1191.17
2005/07/15,1197.01,1197.41,1193.3,1193.3
2005/07/19,1193.11,1193.52,1190.08,1191.53
2005/07/20,1194.42,1198,1192.61,1196.33
2005/07/21,1198.83,1202.09,1194.76,1194.76
2005/07/22,1192.28,1192.28,1183.4,1186.76
2005/07/25,1189.52,1192.6,1188.26,1190.27
2005/07/26,1190.89,1191.64,1187.77,1189.01
2005/07/27,1191.33,1199.17,1191.31,1198.97
2005/07/28,1203.52,1204.2,1201.38,1201.72
2005/07/29,1205.71,1207.48,1200.1,1204.98
2005/08/01,1207.41,1213.48,1207.18,1211.61
2005/08/02,1212.17,1214.12,1207.34,1209.19
2005/08/03,1213.06,1215.99,1210.64,1212.02
2005/08/04,1209.6,1209.6,1199.37,1204.17
2005/08/05,1198.39,1199.94,1185.92,1189.19
2005/08/08,1180.06,1191.92,1174.16,1191.9
2005/08/09,1194.22,1210.23,1194.22,1206.27
2005/08/10,1214.62,1229.51,1214.62,1227.85
2005/08/11,1235.49,1246.1,1235.25,1243.74
2005/08/12,1245.86,1250.71,1242.04,1245.13
2005/08/15,1244.16,1250.13,1243.55,1248.77
2005/08/16,1252.67,1252.82,1248.43,1252.12
2005/08/17,1249.08,1259.06,1248.21,1250.1
2005/08/18,1256.78,1261.14,1252.66,1252.94
2005/08/19,1251.66,1251.86,1246.04,1250.5
2005/08/22,1256.08,1270.87,1255.88,1269.82
2005/08/23,1275.33,1283.23,1272,1272
2005/08/24,1265.69,1276.84,1265.19,1275.61
2005/08/25,1271.41,1273.72,1266.36,1268.06
2005/08/26,1271.02,1274.18,1266.48,1272.46
2005/08/29,1267.13,1267.13,1256.63,1258.64
2005/08/30,1267.14,1274.35,1266.85,1273.6
2005/08/31,1271.35,1274.24,1267.99,1271.29
2005/09/01,1279.31,1283.61,1277.33,1277.33
2005/09/02,1283.62,1284.26,1278.87,1282.79
2005/09/05,1284.99,1291.04,1282.94,1290.56
2005/09/06,1293.97,1296.97,1284.27,1286.29
2005/09/07,1293.73,1293.98,1282.05,1285.52
2005/09/08,1284.24,1284.41,1274.63,1278.9
2005/09/09,1281.31,1293.35,1279.47,1293.35
2005/09/12,1307.71,1316.6,1305.26,1309.8
2005/09/13,1310.58,1317.14,1307.75,1315.76
2005/09/14,1311.13,1314.36,1310.44,1312.35
2005/09/15,1311.44,1327.29,1310.59,1327.29
2005/09/16,1328.51,1329.72,1321.31,1328.84
2005/09/20,1335.55,1354.11,1335.55,1352.53
2005/09/21,1358.12,1362.33,1348.08,1357.71
2005/09/22,1348.56,1357.3,1345.87,1356.22
2005/09/26,1364.53,1386.49,1364.53,1386.49
2005/09/27,1386.58,1388.73,1376.7,1376.7
2005/09/28,1380.85,1404.33,1380.85,1401.47
2005/09/29,1411.49,1428.13,1405.59,1428.13
2005/09/30,1430.8,1430.8,1412.28,1412.28
2005/10/03,1412.89,1414.52,1394.91,1411.28
2005/10/04,1416.7,1422.31,1413.09,1421.83
2005/10/05,1421.38,1421.84,1406.72,1409.67
2005/10/06,1395.33,1395.33,1370.01,1371.37
2005/10/07,1370.1,1379.03,1364.3,1372.52
2005/10/11,1377.15,1405.99,1375.78,1405.99
2005/10/12,1411.63,1430.82,1405,1406.89
2005/10/13,1397.41,1407.79,1388.79,1407.79
2005/10/14,1411.31,1411.31,1394.63,1397.93
2005/10/17,1404.5,1406.47,1392.11,1393.42
2005/10/18,1394.71,1404.63,1391.21,1392.69
2005/10/19,1390.3,1391.02,1369.45,1379.78
2005/10/20,1387.84,1392.28,1381.59,1383.95
2005/10/21,1371.24,1386.61,1363.66,1385.37
2005/10/24,1388.82,1389.29,1374.52,1376.5
2005/10/25,1387.78,1402.42,1387.32,1393.61
2005/10/26,1395.31,1408.55,1394.31,1407.7
2005/10/27,1413.41,1425.88,1412.85,1423.84
2005/10/28,1416.09,1421.62,1409.62,1419.84
2005/10/31,1432.01,1447.45,1432.01,1444.73
2005/11/01,1444.73,1473.02,1444.73,1473.02
2005/11/02,1471.75,1482.33,1466.6,1474.25
2005/11/04,1489.9,1499,1488.91,1494.99
2005/11/07,1500.26,1503.5,1493.01,1499.12
2005/11/08,1503.1,1504.6,1493.42,1497.53
2005/11/09,1491.8,1497.04,1485.53,1487.71
2005/11/10,1486.94,1492.26,1470.75,1484.68
2005/11/11,1493.24,1501.04,1491.85,1494.56
2005/11/14,1501.12,1501.31,1479.02,1480.42
2005/11/15,1477.2,1482.17,1471.57,1472.47
2005/11/16,1466.78,1486.34,1461.83,1486.34
2005/11/17,1488.14,1512.63,1486.52,1510.33
2005/11/18,1523.97,1534.99,1523.97,1531.65
2005/11/21,1541.58,1548.83,1521.79,1527.56
2005/11/22,1529.09,1533.76,1518.76,1526.54
2005/11/24,1536.48,1538.63,1517.56,1517.64
2005/11/25,1512.96,1529.74,1504.95,1529.67
2005/11/28,1535.15,1544.22,1530.62,1543.43
2005/11/29,1538.29,1547.53,1536.56,1544.57
2005/11/30,1550.85,1553.27,1536.21,1536.21
2005/12/01,1541.19,1559.81,1538.99,1559.81
2005/12/02,1572.76,1583.72,1570.37,1583.72
2005/12/05,1587.28,1600.17,1584.28,1597.57
2005/12/06,1596.85,1603.07,1588.48,1591.34
2005/12/07,1601.29,1609.44,1597.02,1598.59
2005/12/08,1598.68,1599.88,1563.59,1568.73
2005/12/09,1567.69,1594.26,1566.9,1591.23
2005/12/12,1604.18,1621.81,1604.08,1617.52
2005/12/13,1621.2,1626.15,1614.72,1626.15
2005/12/14,1630.95,1634.64,1598.03,1602.21
2005/12/15,1594.26,1604.7,1581.93,1583.66
2005/12/16,1580.89,1595.46,1572.23,1580.78
2005/12/19,1586.14,1589.24,1577.46,1589.24
2005/12/20,1591.27,1614.56,1589.25,1613.99
2005/12/21,1622.6,1641.86,1622.6,1636.38
2005/12/22,1639.02,1641.88,1623.92,1637.89
2005/12/26,1645.28,1651.98,1644.99,1648.94
2005/12/27,1644,1648.52,1636.65,1637.93
2005/12/28,1635.07,1654.48,1633.93,1653.92
2005/12/29,1659.49,1673.18,1659.13,1663.75
2005/12/30,1668.7,1668.93,1643.99,1649.76
2006/01/04,1666.75,1674.27,1665.74,1673.07
2006/01/05,1682.03,1685.82,1675.1,1685.15
2006/01/06,1684.17,1691.83,1678.23,1684.9
2006/01/10,1691.44,1692.23,1658.08,1659.03
2006/01/11,1659.74,1672.44,1640.64,1672.44
2006/01/12,1678.79,1684.34,1669.57,1684.34
2006/01/13,1680.62,1687.45,1674.62,1681.69
2006/01/16,1673.79,1682.23,1661.64,1670.15
2006/01/17,1659,1677.91,1629.41,1631.61
2006/01/18,1622,1622.28,1538.85,1574.67
2006/01/19,1576.6,1623.42,1576.6,1620.29
2006/01/20,1637.84,1644.49,1612.61,1624.39
2006/01/23,1603.7,1614.11,1585.9,1587.9
2006/01/24,1599.83,1615.85,1599.57,1612.43
2006/01/25,1620.82,1636.83,1618.23,1618.46
2006/01/26,1631.51,1643.46,1631.51,1643.29
2006/01/27,1661.68,1691.18,1661.68,1690.32
2006/01/30,1706.61,1721.92,1703.85,1704.28
2006/01/31,1707.82,1718.9,1700.39,1710.77
2006/02/01,1704.88,1712.31,1693.92,1694.24
2006/02/02,1710.99,1719.17,1706.98,1711.02
2006/02/03,1702.6,1708.82,1698.46,1707.96
2006/02/06,1714.95,1716.31,1696.59,1712.3
2006/02/07,1714.91,1716,1708.21,1713.47
2006/02/08,1701.94,1705.06,1671.39,1671.39
2006/02/09,1688.14,1695.11,1674.79,1682.26
2006/02/10,1686.67,1686.67,1643.55,1660.22
2006/02/13,1649.92,1649.94,1617.9,1618.01
2006/02/14,1612.82,1635.24,1591.12,1635.24
2006/02/15,1649.24,1650.52,1621.8,1624.28
2006/02/16,1620.92,1637.54,1614.95,1631.39
2006/02/17,1633,1641.41,1601.97,1605.33
2006/02/20,1595.97,1596.25,1568.5,1572.11
2006/02/21,1584.26,1612.97,1584.26,1612.56
2006/02/22,1614.05,1623.16,1603.45,1609.46
2006/02/23,1621.26,1642.98,1621.1,1640.47
2006/02/24,1638.8,1649.31,1629.37,1647.74
2006/02/27,1654.14,1664.19,1650.21,1656.82
2006/02/28,1660.08,1664.07,1637.6,1660.42
2006/03/01,1645.06,1646.21,1633.62,1635.6
2006/03/02,1647.44,1651.72,1630.41,1632.24
2006/03/03,1625.37,1628.36,1610.68,1612.96
2006/03/06,1613.04,1626.54,1602.97,1626.46
2006/03/07,1624.03,1627.31,1612.91,1617.87
2006/03/08,1610.38,1612.32,1595.93,1605.58
2006/03/09,1605.81,1641.01,1605.57,1641.01
2006/03/10,1637.62,1659.77,1634.9,1647.27
2006/03/13,1662.96,1674.69,1662.55,1674.66
2006/03/14,1678.12,1679.29,1664.46,1665.79
2006/03/15,1673.96,1675.77,1665.54,1666.78
2006/03/16,1668.97,1669.77,1641.31,1645.06
2006/03/17,1653.64,1664.74,1647.18,1663.98
2006/03/20,1664.5,1691.45,1664.08,1688.22
2006/03/22,1688.58,1688.99,1680.64,1686.35
2006/03/23,1694.95,1697.08,1678.7,1680.09
2006/03/24,1680.6,1691.11,1679.93,1689.34
2006/03/27,1690.96,1698.83,1690.17,1693.84
2006/03/28,1682.59,1694.77,1675.59,1692.69
